Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_cancelling_by_Customer,Cancelled_Rides_by_Driver,Reason_for_cancelling_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
29-03-2025,13:58:01,CNR7990468868,Incomplete,CUST288537,Auto,Banaswadi,Seshadripuram,0,0,0,Not Applicable,0,Not Applicable,1,Other Issue,0,Net Banking,0,0,0
26-03-2025,07:53:48,CNR9967886532,Success,CUST219696,Bike,Peenya,Shivaji Nagar,9,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,124,Wallet,15.13,4.9,3.4
23-03-2025,22:36:49,CNR5657000504,Success,CUST991039,Prime SUV,Whitefield,Peenya,11,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,1091,Cash,7.41,3.7,4.1
17-03-2025,07:46:29,CNR3663260520,Cancelled by Driver,CUST879936,eBike,Bellandur,Bellandur,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Wallet,0,0,0
25-03-2025,05:46:53,CNR6026752283,Cancelled by Driver,CUST777255,Auto,Domlur,Basaveshwaranagar,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Net Banking,0,0,0
04-03-2025,04:58:19,CNR8932681309,Success,CUST774365,eBike,Kengeri,Kadubeesanahalli,8,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,474,UPI,7.64,3.9,3.2
05-03-2025,06:47:24,CNR7144559505,Success,CUST446465,Prime Sedan,Kadubeesanahalli,Nagarbhavi,13,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,407,Debit Card,9.31,4,3.9
09-03-2025,18:36:27,CNR6950525440,Cancelled by Customer,CUST214853,Mini,Kanakapura Road,MG Road,0,0,1,AC is not working,0,Not Applicable,0,Not Applicable,0,Net Banking,0,0,0
28-03-2025,10:42:43,CNR2144967545,Success,CUST522105,Mini,Jayanagar,Sarjapur,14,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,175,Net Banking,16.9,3.8,3.7
22-03-2025,18:30:40,CNR6425605066,Cancelled by Driver,CUST994241,Prime Plus,Majestic,KR Puram,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Credit Card,0,0,0
22-03-2025,01:21:16,CNR6787778050,Cancelled by Driver,CUST536474,Auto,Basavanagudi,KR Puram,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,UPI,0,0,0
01-03-2025,05:43:17,CNR3172293301,Cancelled by Driver,CUST131341,Prime Plus,Whitefield,BTM Layout,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Debit Card,0,0,0
16-03-2025,18:43:58,CNR1445084021,Success,CUST193245,Prime Sedan,JP Nagar,Malleshwaram,3,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,706,Cash,9.82,4.5,3.9
01-03-2025,18:28:36,CNR6518409288,Cancelled by Driver,CUST884102,Prime SUV,HAL Layout,Kumaraswamy Layout,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Cash,0,0,0
15-03-2025,03:34:08,CNR7103669688,Cancelled by Driver,CUST805423,eBike,Banaswadi,Basavanagudi,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Net Banking,0,0,0
06-03-2025,21:16:38,CNR2689604227,Success,CUST561478,Prime Plus,Lavelle Road,BTM Layout,11,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,314,Credit Card,11.81,3.7,3.6
19-03-2025,10:30:14,CNR8503519115,Success,CUST509215,Auto,Domlur,Ulsoor,6,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,745,Credit Card,15.64,3.4,4.8
08-03-2025,11:43:00,CNR4674141701,Success,CUST816348,Prime Sedan,Jalahalli,Basaveshwaranagar,6,7,0,Not Applicable,0,Not Applicable,0,Not Applicable,411,Net Banking,8.45,4,4.8
16-03-2025,19:47:52,CNR2023191908,Success,CUST109144,Prime Sedan,Nagavara,Hebbal,6,9,0,Not Applicable,0,Not Applicable,0,Not Applicable,353,UPI,2,3.6,4.3
15-03-2025,16:47:31,CNR8233971839,Success,CUST664024,Prime Plus,Lavelle Road,Cox Town,2,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,163,Debit Card,2.11,4,3.2
28-03-2025,15:51:37,CNR3639383638,Success,CUST199060,Bike,Banaswadi,Peenya,4,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,208,UPI,18.57,3.9,4.6
17-03-2025,13:04:34,CNR8636088327,Cancelled by Customer,CUST558616,Bike,Rajajinagar,Basaveshwaranagar,0,0,1,Wrong Address,0,Not Applicable,0,Not Applicable,0,Net Banking,0,0,0
27-03-2025,15:57:20,CNR2063693442,Success,CUST534560,Auto,Basavanagudi,Banaswadi,12,7,0,Not Applicable,0,Not Applicable,0,Not Applicable,104,Debit Card,13.21,3.2,4.3
05-03-2025,16:18:57,CNR6329104315,Success,CUST717454,Prime SUV,JP Nagar,Seshadripuram,7,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,565,Wallet,6.04,4.7,4
12-03-2025,14:20:46,CNR4912915550,Cancelled by Driver,CUST423777,eBike,Sanjay Nagar,Kanakapura Road,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Cash,0,0,0
22-03-2025,10:25:29,CNR8930488282,Success,CUST890081,Auto,Vijayanagar,Koramangala,13,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,868,UPI,3.51,3.1,3.8
09-03-2025,21:16:29,CNR5617046933,Success,CUST997978,Prime Sedan,Sanjay Nagar,Kadubeesanahalli,3,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,890,Credit Card,3.11,4.8,3.7
27-03-2025,21:15:04,CNR4249210596,Success,CUST493615,Prime Sedan,Electronic City,JP Nagar,6,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,293,UPI,13.63,3.4,4.7
01-03-2025,06:51:15,CNR7989001117,Success,CUST430886,Auto,Shivaji Nagar,Kadubeesanahalli,14,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,962,Credit Card,11.04,3.1,4
09-03-2025,14:21:56,CNR4918843161,Success,CUST168689,Prime Plus,Vijayanagar,Bellandur,10,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,1085,Debit Card,9.47,3.4,4.4
20-03-2025,07:19:00,CNR3698367772,Success,CUST142673,Mini,HAL Layout,Kumaraswamy Layout,5,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,710,Cash,9.65,3.4,4.2
30-03-2025,14:04:45,CNR8585171769,Cancelled by Driver,CUST714148,Prime Sedan,Jayanagar,Nagavara,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Cash,0,0,0
15-03-2025,18:09:22,CNR5153173240,Cancelled by Driver,CUST980893,Mini,HSR Layout,Cox Town,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,UPI,0,0,0
10-03-2025,14:22:12,CNR5287239711,Cancelled by Driver,CUST245649,Bike,Frazer Town,HAL Layout,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,Credit Card,0,0,0
28-03-2025,03:48:56,CNR2083748777,Success,CUST961725,Auto,Cox Town,Hennur,5,7,0,Not Applicable,0,Not Applicable,0,Not Applicable,181,Net Banking,12.46,4.9,3.8
15-03-2025,08:12:37,CNR6577376460,Success,CUST916228,Mini,Electronic City,Banerghatta Road,5,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,347,Cash,18.6,3.7,4.4
15-03-2025,10:11:42,CNR3566360514,Success,CUST637351,Mini,KR Market,Shivaji Nagar,3,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,456,Credit Card,3.06,4,4.7
01-03-2025,08:31:05,CNR2109815058,Cancelled by Driver,CUST500249,Prime Sedan,Rajajinagar,Frazer Town,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,UPI,0,0,0
11-03-2025,10:17:35,CNR4213868469,Cancelled by Driver,CUST268894,Prime Sedan,Jayanagar,Cox Town,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Credit Card,0,0,0
02-03-2025,16:41:37,CNR2246942568,Success,CUST514713,Bike,Malleshwaram,KR Puram,9,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,440,UPI,7.1,3.2,3.8
29-03-2025,18:53:27,CNR6869341558,Success,CUST501270,Auto,HSR Layout,Bommanahalli,8,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,623,Net Banking,3.43,4.2,3.7
11-03-2025,05:14:23,CNR4278947508,Cancelled by Customer,CUST636491,Bike,Padmanabhanagar,Sanjay Nagar,0,0,1,Driver is not moving towards pickup location,0,Not Applicable,0,Not Applicable,0,Net Banking,0,0,0
02-03-2025,04:17:07,CNR6028989422,Success,CUST488774,Prime Sedan,Majestic,Koramangala,11,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,113,UPI,19.46,3.1,3.5
18-03-2025,04:06:47,CNR3120916401,Incomplete,CUST483106,eBike,Hosur Road,HAL Layout,0,0,0,Not Applicable,0,Not Applicable,1,Other Issue,0,Wallet,0,0,0
05-03-2025,07:44:16,CNR2203520615,Cancelled by Driver,CUST151578,Auto,Majestic,Vijayanagar,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,UPI,0,0,0
23-03-2025,07:04:55,CNR5959842117,Success,CUST660995,Prime Plus,Cox Town,HSR Layout,14,15,0,Not Applicable,0,Not Applicable,0,Not Applicable,387,Debit Card,6.3,3.1,3.5
16-03-2025,22:17:16,CNR6979874172,Success,CUST566618,Prime SUV,Jayanagar,Hebbal,10,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,78,UPI,13.18,3.7,5
08-03-2025,14:36:17,CNR4944127588,Success,CUST538838,eBike,Kanakapura Road,Seshadripuram,14,9,0,Not Applicable,0,Not Applicable,0,Not Applicable,1235,Wallet,14.8,3.7,3.3
09-03-2025,11:37:26,CNR8462989527,Success,CUST645394,Mini,Whitefield,Domlur,10,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,77,UPI,4.8,4.1,4.9
19-03-2025,17:36:47,CNR8346260629,Success,CUST566833,Prime SUV,Sarjapur,Banerghatta Road,14,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,936,Wallet,10.68,4.6,3.6
02-03-2025,21:51:26,CNR2791780289,Success,CUST632358,Prime SUV,Hebbal,Basaveshwaranagar,12,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,1041,UPI,8.78,4.8,3.2
07-03-2025,21:51:35,CNR4362054920,Success,CUST243656,Prime Plus,Shivaji Nagar,Hosur Road,8,7,0,Not Applicable,0,Not Applicable,0,Not Applicable,72,Cash,9.87,4.9,4.6
01-03-2025,04:23:49,CNR8378967342,Cancelled by Driver,CUST230103,Bike,KR Market,Ulsoor,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Debit Card,0,0,0
07-03-2025,22:47:22,CNR4824432226,Cancelled by Driver,CUST499480,eBike,Kengeri,Rajajinagar,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,Cash,0,0,0
03-03-2025,20:43:45,CNR7381563547,Success,CUST588634,Prime Sedan,Wilson Garden,Frazer Town,14,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,414,Debit Card,12.1,4.5,3.3
08-03-2025,08:12:43,CNR9115256754,Cancelled by Customer,CUST424076,Prime Plus,Peenya,Koramangala,0,0,1,Change of plans,0,Not Applicable,0,Not Applicable,0,Debit Card,0,0,0
01-03-2025,08:00:30,CNR8683481096,Success,CUST528521,Prime SUV,Banashankari,Majestic,13,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,371,Credit Card,9.19,3.4,3.2
30-03-2025,13:43:22,CNR3826532155,Success,CUST297607,Bike,BTM Layout,Seshadripuram,5,7,0,Not Applicable,0,Not Applicable,0,Not Applicable,1228,Net Banking,17.73,3.5,3.9
29-03-2025,12:13:55,CNR5068338166,Cancelled by Driver,CUST910633,Auto,Indiranagar,Banashankari,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Debit Card,0,0,0
03-03-2025,08:14:22,CNR3491447450,Cancelled by Customer,CUST911785,Prime Plus,Richmond Town,Bellandur,0,0,1,Driver asked to cancel,0,Not Applicable,0,Not Applicable,0,Wallet,0,0,0
23-03-2025,17:47:34,CNR4973754678,Success,CUST150657,Mini,Indiranagar,Seshadripuram,3,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,175,UPI,14.67,4.9,3.7
23-03-2025,22:22:12,CNR6226865823,Success,CUST977025,Auto,Shivaji Nagar,Bommanahalli,9,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,516,Cash,8.13,4.1,3.1
01-03-2025,07:27:51,CNR6336865206,Success,CUST318359,Prime Plus,Bommanahalli,MG Road,2,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,395,Debit Card,9.73,4.3,3.6
01-03-2025,20:07:41,CNR1960788859,Success,CUST179606,Bike,Richmond Town,Kumaraswamy Layout,9,9,0,Not Applicable,0,Not Applicable,0,Not Applicable,458,Cash,19.71,4.1,3.3
04-03-2025,06:43:27,CNR4744314111,Cancelled by Driver,CUST309721,Bike,Domlur,Padmanabhanagar,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Net Banking,0,0,0
20-03-2025,07:31:49,CNR9381147765,Incomplete,CUST376505,eBike,Kanakapura Road,Kengeri,0,0,0,Not Applicable,0,Not Applicable,1,Customer Demand,0,Cash,0,0,0
30-03-2025,12:03:34,CNR7769763577,Incomplete,CUST478915,Auto,Hebbal,Jayanagar,0,0,0,Not Applicable,0,Not Applicable,1,Customer Demand,0,UPI,0,0,0
19-03-2025,12:20:35,CNR8153535606,Success,CUST166951,Prime Plus,Kumaraswamy Layout,Bellandur,11,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,77,Credit Card,18.85,4.8,4
15-03-2025,15:28:53,CNR1343703527,Success,CUST588109,Bike,Wilson Garden,Basavanagudi,12,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,182,UPI,3.99,3.4,4.6
15-03-2025,08:31:51,CNR5626486802,Success,CUST548220,Bike,Majestic,KR Puram,10,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,333,Debit Card,9.86,3.2,3.5
08-03-2025,00:33:57,CNR5334961309,Cancelled by Driver,CUST605780,Auto,Malleshwaram,Jayanagar,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,UPI,0,0,0
11-03-2025,19:43:59,CNR3219289568,Cancelled by Driver,CUST802615,Bike,Kanakapura Road,Wilson Garden,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Debit Card,0,0,0
27-03-2025,06:34:46,CNR8667838664,Success,CUST500456,Prime Sedan,Peenya,Yelahanka,3,9,0,Not Applicable,0,Not Applicable,0,Not Applicable,976,Net Banking,4.35,3.4,3.3
23-03-2025,05:50:57,CNR1647657814,Success,CUST803991,Auto,Lavelle Road,Indiranagar,6,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,1471,Credit Card,14.64,4,4.9
15-03-2025,21:31:43,CNR4911139714,Success,CUST539622,Auto,JP Nagar,Wilson Garden,14,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,1200,Net Banking,10.61,3.7,5
01-03-2025,10:29:41,CNR5214739186,Success,CUST425329,eBike,Hosur Road,Indiranagar,7,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,497,Credit Card,11.54,4.4,3.4
23-03-2025,16:06:53,CNR6339022347,Cancelled by Driver,CUST515529,Prime Plus,Seshadripuram,Kanakapura Road,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,UPI,0,0,0
30-03-2025,20:22:44,CNR3269697861,Cancelled by Driver,CUST374551,Prime SUV,KR Puram,Banerghatta Road,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Credit Card,0,0,0
05-03-2025,09:59:25,CNR5660429702,Success,CUST493199,Prime SUV,BTM Layout,Bellandur,14,15,0,Not Applicable,0,Not Applicable,0,Not Applicable,278,Wallet,16.03,3.2,4
28-03-2025,10:26:15,CNR8153977012,Success,CUST305559,Prime Sedan,Kanakapura Road,Malleshwaram,4,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,108,UPI,14.9,4.2,4.7
29-03-2025,07:55:41,CNR6684024346,Cancelled by Customer,CUST598048,Prime Sedan,Ulsoor,KR Market,0,0,1,Driver asked to cancel,0,Not Applicable,0,Not Applicable,0,Credit Card,0,0,0
06-03-2025,13:05:48,CNR2149080997,Success,CUST236418,Prime Sedan,Yelahanka,Banerghatta Road,11,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,362,Debit Card,17.32,3.3,3.2
14-03-2025,22:51:37,CNR2733738949,Success,CUST692077,Auto,Majestic,Ulsoor,13,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,183,Wallet,14.83,4.3,4.9
31-03-2025,12:14:02,CNR8562114811,Success,CUST450454,Auto,Malleshwaram,Seshadripuram,6,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,322,UPI,12.94,4.6,3.3
17-03-2025,21:24:38,CNR5040622998,Cancelled by Driver,CUST779628,eBike,Wilson Garden,Marathahalli,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Net Banking,0,0,0
01-03-2025,23:27:35,CNR5486620302,Success,CUST653914,eBike,Wilson Garden,Electronic City,3,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,1160,Debit Card,16.92,3.1,4.8
02-03-2025,16:51:38,CNR7232298058,Success,CUST495215,Prime Plus,MG Road,Jayanagar,8,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,166,Debit Card,17.5,4.9,4.9
23-03-2025,16:22:04,CNR3851723860,Success,CUST339199,eBike,KR Puram,Wilson Garden,9,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,860,Cash,6.99,3.8,4.3
29-03-2025,10:37:18,CNR3773747569,Success,CUST282894,Mini,Basaveshwaranagar,Whitefield,4,9,0,Not Applicable,0,Not Applicable,0,Not Applicable,1063,Net Banking,16.9,4.9,4.7
22-03-2025,11:40:43,CNR9472486407,Success,CUST156490,Prime Sedan,Domlur,Domlur,3,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,395,Debit Card,3.24,4.5,4.5
12-03-2025,22:01:54,CNR6877914519,Success,CUST181664,Prime Sedan,Marathahalli,Hennur,9,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,921,Cash,5.37,3.2,4.8
25-03-2025,09:47:24,CNR8687038877,Cancelled by Customer,CUST147984,Prime Sedan,Kanakapura Road,Ulsoor,0,0,1,Driver asked to cancel,0,Not Applicable,0,Not Applicable,0,Net Banking,0,0,0
15-03-2025,00:48:18,CNR5564665709,Success,CUST677362,Auto,HSR Layout,MG Road,14,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,732,UPI,3.29,4.9,3.7
16-03-2025,08:31:31,CNR1562155867,Success,CUST615878,Bike,Majestic,Ulsoor,10,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,1208,Cash,7.11,4.9,3.1
04-03-2025,21:32:58,CNR1960834185,Success,CUST202077,Mini,Bellandur,Marathahalli,4,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,706,Debit Card,17.85,4.8,4.3
07-03-2025,02:07:04,CNR2894293029,Cancelled by Driver,CUST837109,Mini,Nagarbhavi,Cox Town,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Credit Card,0,0,0
29-03-2025,13:18:02,CNR9658758265,Success,CUST817967,Prime Sedan,Lavelle Road,Jalahalli,12,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,498,UPI,15.37,4.9,4.4
28-03-2025,05:59:56,CNR8161012216,Incomplete,CUST715893,Prime Plus,HAL Layout,Nagarbhavi,0,0,0,Not Applicable,0,Not Applicable,1,Customer Demand,0,Credit Card,0,0,0
14-03-2025,00:53:46,CNR8689255081,Cancelled by Driver,CUST559927,Prime Plus,Seshadripuram,Brigade Road,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Net Banking,0,0,0
31-03-2025,17:12:52,CNR3573746922,Success,CUST210858,Auto,Seshadripuram,Lavelle Road,5,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,87,Wallet,8.43,3.7,4.8
22-03-2025,20:26:59,CNR4382233164,Success,CUST379265,Prime Sedan,Padmanabhanagar,Sarjapur,9,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,247,UPI,3.67,3.1,3.1
15-03-2025,23:31:50,CNR4208962004,Cancelled by Driver,CUST472223,eBike,Marathahalli,HAL Layout,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,UPI,0,0,0
09-03-2025,09:05:10,CNR5964900892,Success,CUST823234,Prime Plus,MG Road,Nagarbhavi,6,9,0,Not Applicable,0,Not Applicable,0,Not Applicable,783,Wallet,4.08,4.1,3.5
01-03-2025,02:07:53,CNR6858091698,Success,CUST123855,Bike,KR Market,Hebbal,12,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,586,Wallet,9.7,4.5,4.8
26-03-2025,16:58:59,CNR3710851365,Cancelled by Customer,CUST308062,eBike,Koramangala,Malleshwaram,0,0,1,Driver asked to cancel,0,Not Applicable,0,Not Applicable,0,Credit Card,0,0,0
07-03-2025,04:51:35,CNR2557334897,Success,CUST270090,Prime Sedan,Vijayanagar,Domlur,14,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,133,UPI,19.49,4,4.6
16-03-2025,12:39:32,CNR3372349299,Cancelled by Customer,CUST580309,Auto,Kadubeesanahalli,Yelahanka,0,0,1,Wrong Address,0,Not Applicable,0,Not Applicable,0,Credit Card,0,0,0
09-03-2025,16:07:28,CNR9856723944,Cancelled by Customer,CUST887995,Prime Plus,KR Puram,Yelahanka,0,0,1,AC is not working,0,Not Applicable,0,Not Applicable,0,UPI,0,0,0
21-03-2025,04:27:49,CNR1317173332,Success,CUST259996,Bike,BTM Layout,KR Market,7,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,120,Net Banking,2.76,4.3,3.4
22-03-2025,22:15:48,CNR8709987775,Success,CUST519893,Prime Sedan,Basaveshwaranagar,Vijayanagar,13,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,1061,UPI,18.91,3.5,4.5
18-03-2025,21:42:16,CNR5463817653,Incomplete,CUST797297,eBike,Vijayanagar,Jayanagar,0,0,0,Not Applicable,0,Not Applicable,1,Vehicle Breakdown,0,Debit Card,0,0,0
29-03-2025,04:26:36,CNR2457702010,Cancelled by Customer,CUST588559,Auto,Jalahalli,Shivaji Nagar,0,0,1,Change of plans,0,Not Applicable,0,Not Applicable,0,Wallet,0,0,0
22-03-2025,09:33:13,CNR2843042240,Success,CUST215978,Bike,Cox Town,Banerghatta Road,14,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,381,Cash,5.8,4.7,4.4
05-03-2025,15:12:12,CNR6215316649,Success,CUST908755,Prime SUV,Richmond Town,Hebbal,11,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,479,Credit Card,4.01,3.2,5
28-03-2025,06:55:46,CNR4869033144,Cancelled by Driver,CUST634849,Prime Sedan,Basaveshwaranagar,JP Nagar,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Debit Card,0,0,0
30-03-2025,04:00:23,CNR9103484262,Cancelled by Driver,CUST164115,Prime Sedan,BTM Layout,Hebbal,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Net Banking,0,0,0
07-03-2025,07:08:27,CNR8580897624,Success,CUST233601,Bike,Hosur Road,Basavanagudi,7,9,0,Not Applicable,0,Not Applicable,0,Not Applicable,392,Wallet,9.44,4.6,3.2
23-03-2025,05:27:25,CNR6394438551,Success,CUST288058,Prime Sedan,Ulsoor,Hosur Road,5,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,168,UPI,17.34,4.2,3.3
30-03-2025,17:50:05,CNR3354529395,Success,CUST905900,Prime Sedan,Basavanagudi,Seshadripuram,9,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,285,Cash,5.39,3.9,4.4
04-03-2025,01:06:02,CNR2052930308,Success,CUST904917,Prime Plus,MG Road,Hennur,7,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,852,Cash,18.8,4,4.7
24-03-2025,03:08:53,CNR3166637932,Success,CUST860999,Auto,Sanjay Nagar,Basavanagudi,8,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,195,UPI,6.41,5,4.9
30-03-2025,09:22:05,CNR7008710836,Cancelled by Customer,CUST404563,Prime SUV,Basavanagudi,Nagavara,0,0,1,AC is not working,0,Not Applicable,0,Not Applicable,0,Cash,0,0,0
30-03-2025,20:45:22,CNR1603471323,Success,CUST729358,Prime Plus,BTM Layout,Indiranagar,8,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,336,Debit Card,11.21,3.8,3.8
22-03-2025,02:48:18,CNR9342200317,Cancelled by Driver,CUST733748,Bike,Kanakapura Road,Nagarbhavi,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Cash,0,0,0
29-03-2025,03:29:34,CNR8378886508,Success,CUST235842,Prime Sedan,Cox Town,Banashankari,4,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,258,UPI,13.12,4.1,4.7
31-03-2025,06:51:41,CNR7378723938,Cancelled by Customer,CUST444671,Mini,Whitefield,Jayanagar,0,0,1,Change of plans,0,Not Applicable,0,Not Applicable,0,Cash,0,0,0
09-03-2025,16:21:31,CNR2184281854,Success,CUST987901,Prime Plus,Peenya,Lavelle Road,2,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,322,Credit Card,9.2,3.5,3.3
22-03-2025,12:32:02,CNR8692626378,Success,CUST439164,Mini,Hennur,Nagavara,3,15,0,Not Applicable,0,Not Applicable,0,Not Applicable,476,Wallet,8.13,4.3,4.9
